row_id,label,label_name,title_raw,title_clean,description_raw,description_clean
train_033482,2,Business,"Lennar Profit Up 12 Pct, Shares Fall","Lennar Profit Up 12 Pct, Shares Fall","Home builder Lennar Corp. (LEN.N: Quote, Profile, Research) on Monday reported a 12 percent rise in quarterly profit and raised its forecasts for the current and following year, citing a stable economy.","Home builder Lennar Corp. (LEN.N: Quote, Profile, Research) on Monday reported a 12 percent rise in quarterly profit and raised its forecasts for the current and following year, citing a stable economy."
train_047127,2,Business,"US manufacturing activity picks up, construction surges to record &lt;b&gt;...&lt;/b&gt;","US manufacturing activity picks up, construction surges to record ...","US manufacturing activity remained strong in September and construction spending surged to a record high in August, according to a pair of reports issued Friday that provided an optimistic look at the sturdiness of the economy.","US manufacturing activity remained strong in September and construction spending surged to a record high in August, according to a pair of reports issued Friday that provided an optimistic look at the sturdiness of the economy."
train_077638,2,Business,Ottawa Says Time to Stop Protecting Air Canada,Ottawa Says Time to Stop Protecting Air Canada,"The Canadian government, in a radical shift, said on Friday it was time to stop protecting national carrier Air Canada as it mulled whether to lift foreign ownership restrictions on the country #39;s airlines.","The Canadian government, in a radical shift, said on Friday it was time to stop protecting national carrier Air Canada as it mulled whether to lift foreign ownership restrictions on the country's airlines."
train_045232,2,Business,Russia Delays Review of Yukos Subsidiary Licenses,Russia Delays Review of Yukos Subsidiary Licenses,Russia #39;s Natural Resources Ministry has postponed consideration of whether to suspend the licenses of the main subsidiary of the troubled giant oil firm Yukos.,Russia's Natural Resources Ministry has postponed consideration of whether to suspend the licenses of the main subsidiary of the troubled giant oil firm Yukos.
train_089939,2,Business,National union leaders set a timeline for change,National union leaders set a timeline for change,"November 11, 2004. WASHINGTON -aced with the impact of labor #39;s political loss on Nov. 2, the AFL-CIO Executive Council decided on Nov. 10 on a timeline for changes in the union movement ","November 11, 2004. WASHINGTON -aced with the impact of labor's political loss on Nov. 2, the AFL-CIO Executive Council decided on Nov. 10 on a timeline for changes in the union movement"
train_013308,2,Business,BA launches inquiry,BA launches inquiry,"The chief executive of British Airways, Rod Eddington, says he will carry out an investigation into the staff shortages that caused flight cancellations this week.","The chief executive of British Airways, Rod Eddington, says he will carry out an investigation into the staff shortages that caused flight cancellations this week."
train_065944,2,Business,FT gets Collins Stewart claim struck out,FT gets Collins Stewart claim struck out,The Financial Times today won its action to strike out a record 230.5m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.,The Financial Times today won its action to strike out a record 230.5m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.
train_062156,2,Business,Things better without Conway?,Things better without Conway?,"PeopleSoft Inc., in the midst of fighting a takeover bid from Oracle Corp., is  quot;in better shape quot; because of the departures of Chief Executive Craig Conway and a senior technology official, a director testified.","PeopleSoft Inc., in the midst of fighting a takeover bid from Oracle Corp., is quot;in better shape quot; because of the departures of Chief Executive Craig Conway and a senior technology official, a director testified."
train_060130,2,Business,Bank of Montreal to acquire Indiana-based institution,Bank of Montreal to acquire Indiana-based institution,Toronto (Dow Jones) -- Bank of Montreal on Wednesday said it agreed to acquire Mercantile Bancorp Inc. for \$156.5 million as it moves to expand in the Midwest region of the United States.,Toronto (Dow Jones) -- Bank of Montreal on Wednesday said it agreed to acquire Mercantile Bancorp Inc. for $156.5 million as it moves to expand in the Midwest region of the United States.
train_115299,2,Business,Vodafone 'OKs Verizon Sprint bid',Vodafone 'OKs Verizon Sprint bid',US telecoms firm Verizon is reported to have won the backing of mobile partner Vodafone for a bid for US rival Sprint.,US telecoms firm Verizon is reported to have won the backing of mobile partner Vodafone for a bid for US rival Sprint.
train_058405,2,Business,Third Quarter Gannett Earns Up 11 Percent,Third Quarter Gannett Earns Up 11 Percent,"NEW YORK - Gannett Co., the largest newspaper publisher in the country, reported an 11 percent increase in third-quarter earnings Tuesday on gains in advertising, particularly classified real estate and help-wanted ads.","NEW YORK - Gannett Co., the largest newspaper publisher in the country, reported an 11 percent increase in third-quarter earnings Tuesday on gains in advertising, particularly classified real estate and help-wanted ads."
train_107044,2,Business,Samsung Faces Concerns Over Margins,Samsung Faces Concerns Over Margins," SEOUL (Reuters) - Concern over falling profit margins at  Samsung Electronics Co. Ltd. grew on Thursday as the company  said it was spending more on handset marketing and a top broker  issued a ""sell"" rating on its stock for the first time in  years.","SEOUL (Reuters) - Concern over falling profit margins at Samsung Electronics Co. Ltd. grew on Thursday as the company said it was spending more on handset marketing and a top broker issued a ""sell"" rating on its stock for the first time in years."
train_062181,2,Business,"Wall Street Faces 2 Elections, Not Just 1 (Reuters)","Wall Street Faces 2 Elections, Not Just 1 (Reuters)",Reuters - The waiting game for the U.S.\presidential election ends two weeks from Tuesday -- but then\investors can turn over the timer and start again.,Reuters - The waiting game for the U.S. presidential election ends two weeks from Tuesday -- but then investors can turn over the timer and start again.
train_072668,2,Business,Indian Central Bank Raises Key Rate to Curb Prices (Update2),Indian Central Bank Raises Key Rate to Curb Prices (Update2),"India #39;s central bank unexpectedly raised a key interest rate for the first time in four years, saying record oil prices and rising corporate demand for credit threaten to fuel inflation.","India's central bank unexpectedly raised a key interest rate for the first time in four years, saying record oil prices and rising corporate demand for credit threaten to fuel inflation."
train_016383,2,Business,Coke is it: BHP coal to double,Coke is it: BHP coal to double,BHP Billiton plans an aggressive \$US1.5-2 billion (\$2.1-2.8 billion) near-doubling of its coking coal production over the next five years to meet the China-inspired surge in demand for carbon steel-making materials through mine expansions and developments ,BHP Billiton plans an aggressive $US1.5-2 billion ($2.1-2.8 billion) near-doubling of its coking coal production over the next five years to meet the China-inspired surge in demand for carbon steel-making materials through mine expansions and developments
train_035797,2,Business,Video game giants roll out products,Video game giants roll out products,Nintendo Co. and Sony Corp. made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.,Nintendo Co. and Sony Corp. made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.
train_034436,2,Business,Oil prices up on Yukos woes,Oil prices up on Yukos woes,"NEW YORK -- Oil prices broke above \$46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil.","NEW YORK -- Oil prices broke above $46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil."
train_040579,2,Business,"Australia #39;s S amp;P/ASX 200 Falls; Origin Declines, Woodside Climbs","Australia's S amp;P/ASX 200 Falls; Origin Declines, Woodside Climbs",Australia #39;s S amp;P/ASX 200 Index fell for a third day. Origin Energy Ltd. declined after New Zealand #39;s Contact Energy Ltd.,Australia's S amp;P/ASX 200 Index fell for a third day. Origin Energy Ltd. declined after New Zealand's Contact Energy Ltd.
train_091480,2,Business,Harmony Grabs Hold of Gold Fields,Harmony Grabs Hold of Gold Fields,HARMONY is set to become the world #39;s biggest gold producing mining company in just four months. This week Harmony moved closer to successfully concluding its hostile bid for rival Gold Fields.,HARMONY is set to become the world's biggest gold producing mining company in just four months. This week Harmony moved closer to successfully concluding its hostile bid for rival Gold Fields.
train_063000,2,Business,"UPDATE 2-Blockbuster cuts online price, challenges Netflix","UPDATE 2-Blockbuster cuts online price, challenges Netflix","Video chain Blockbuster Inc (BBI.N: Quote, Profile, Research) on Friday said it would lower the price of its online DVD rentals to undercut a similar move by Netflix Inc.","Video chain Blockbuster Inc (BBI.N: Quote, Profile, Research) on Friday said it would lower the price of its online DVD rentals to undercut a similar move by Netflix Inc."
train_015370,2,Business,Twinkies maker in crisis,Twinkies maker in crisis,There #39;s an old saying in the business world when a sale seems all but assured: It was as easy as selling Hostess Twinkies. That may no longer be true.,There's an old saying in the business world when a sale seems all but assured: It was as easy as selling Hostess Twinkies. That may no longer be true.
train_086760,2,Business,Revlon 3rd-Quarter Loss Widens,Revlon 3rd-Quarter Loss Widens," CHICAGO (Reuters) - Cosmetics maker Revlon Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=REV.N target=/stocks/quickinfo/fullquote""&gt;REV.N&lt;/A&gt; on  Wednesday said its third-quarter net loss widened on  refinancing costs and declining sales.",CHICAGO (Reuters) - Cosmetics maker Revlon Inc. REV.N on Wednesday said its third-quarter net loss widened on refinancing costs and declining sales.
train_025874,2,Business,BAE buys Pentagon contractor,BAE buys Pentagon contractor,"British defense firm BAE Systems has agreed to pay \$600 million (333.7 million pounds) for DigitalNet Holdings, a maker of secure Pentagon computer networks, the companies say in a weekend statement.","British defense firm BAE Systems has agreed to pay $600 million (333.7 million pounds) for DigitalNet Holdings, a maker of secure Pentagon computer networks, the companies say in a weekend statement."
train_108756,2,Business,US Newspapers and their Audience,US Newspapers and their Audience,"USA Today is read by people who think they ought to run the country but dont really understand the Washington Post. They do, however, like their smog statistics shown in pie charts.","USA Today is read by people who think they ought to run the country but dont really understand the Washington Post. They do, however, like their smog statistics shown in pie charts."
train_117370,2,Business,Yukos files for bankruptcy protection in Bush #39;s backyard,Yukos files for bankruptcy protection in Bush's backyard,Russian oil giant Yukos yesterday increased the stakes in its battle with the Kremlin when it filed for bankruptcy in the United States in an unusual move possibly intended to pitch Washington against Moscow.,Russian oil giant Yukos yesterday increased the stakes in its battle with the Kremlin when it filed for bankruptcy in the United States in an unusual move possibly intended to pitch Washington against Moscow.
train_088469,2,Business,Study May ID Source of Vioxx Problem,Study May ID Source of Vioxx Problem,"Nov. 11, 2004 -- A private research team claims to have identified a unique action of the painkiller Vioxx, which is independent of its anti-inflammatory action, that might explain why it #39;s linked to heart ","Nov. 11, 2004 -- A private research team claims to have identified a unique action of the painkiller Vioxx, which is independent of its anti-inflammatory action, that might explain why it's linked to heart"
train_028095,2,Business,European Shares Tread Water,European Shares Tread Water, LONDON (Reuters) - European shares traded sideways on  Wednesday but banks were a bright spot as Britain's HBOS  rallied on relief it would not be wading into a bidding war for  domestic peer Abbey.,LONDON (Reuters) - European shares traded sideways on Wednesday but banks were a bright spot as Britain's HBOS rallied on relief it would not be wading into a bidding war for domestic peer Abbey.
train_086989,2,Business,Oil Climbing Back Up After Supply Report,Oil Climbing Back Up After Supply Report, LONDON (Reuters) - Oil prices rebounded from seven-week  lows on Wednesday as U.S. heating oil stocks fell for an eighth  straight week ahead of winter.,LONDON (Reuters) - Oil prices rebounded from seven-week lows on Wednesday as U.S. heating oil stocks fell for an eighth straight week ahead of winter.
train_081385,2,Business,Asian telecom firms come together,Asian telecom firms come together,Seven Asian telecommunications firms are coming together to invest between \$30m and \$40m (16.3m and 22m) in new mobile phone services and technology.,Seven Asian telecommunications firms are coming together to invest between $30m and $40m (16.3m and 22m) in new mobile phone services and technology.
train_108647,2,Business,"Employers Add 112,000 New Jobs in Nov.","Employers Add 112,000 New Jobs in Nov.","Employers slowed their hiring as they headed into the holiday shopping season, adding just 112,000 new jobs in November for the weakest gain in five months.","Employers slowed their hiring as they headed into the holiday shopping season, adding just 112,000 new jobs in November for the weakest gain in five months."
train_042795,2,Business,"Amazon.com, Microsoft sue spammers,  #39;phishers #39;","Amazon.com, Microsoft sue spammers, 'phishers'",Amazon.com Inc. and Microsoft Corp. have filed several lawsuits in various Seattle courts aimed at computer spammers and  quot;phishers quot; who use a look-alike Amazon.,Amazon.com Inc. and Microsoft Corp. have filed several lawsuits in various Seattle courts aimed at computer spammers and quot;phishers quot; who use a look-alike Amazon.
train_091462,2,Business,Boston Scientific to Offer Senior Notes,Boston Scientific to Offer Senior Notes,Medical device maker Boston Scientific Corp. on Monday said it is launching a public offering of two series of its senior notes to repay commercial paper borrowings and for general corporate purposes.,Medical device maker Boston Scientific Corp. on Monday said it is launching a public offering of two series of its senior notes to repay commercial paper borrowings and for general corporate purposes.
train_053785,2,Business,KPMG Units Agree to Pay to Settle Malpractice Suits,KPMG Units Agree to Pay to Settle Malpractice Suits,"The American and Belgian arms of KPMG International, a global accounting cooperative based in Switzerland, have agreed to pay \$115 million to settle claims of accounting malpractice growing ","The American and Belgian arms of KPMG International, a global accounting cooperative based in Switzerland, have agreed to pay $115 million to settle claims of accounting malpractice growing"
train_015884,2,Business,A cure for shortage?,A cure for shortage?,"It #39;s too late for this year #39;s flu season, but a Canadian drug company yesterday said it has agreed to provide influenza vaccines to Henry Schein Inc.","It's too late for this year's flu season, but a Canadian drug company yesterday said it has agreed to provide influenza vaccines to Henry Schein Inc."
train_031111,2,Business,US Stocks Up Slightly After Ford Forecast,US Stocks Up Slightly After Ford Forecast," NEW YORK (Reuters) - U.S. blue chips edged higher on   Friday after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings  forecasts, but wireless technology provider Qualcomm Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; held back the Nasdaq after saying an accounting review  may reduce pretax income.  ","NEW YORK (Reuters) - U.S. blue chips edged higher on Friday after Ford Motor Co. F.N raised its earnings forecasts, but wireless technology provider Qualcomm Inc. QCOM.O held back the Nasdaq after saying an accounting review may reduce pretax income."
train_098891,2,Business,Oracle #39;s next fight seen at boardroom,Oracle's next fight seen at boardroom,"LOS ANGLES (CBS.MW) - Following its latest rejection, the next stage in Oracle Corp #39;s battle to buy PeopleSoft is set to begin in a courtroom on Wednesday.","LOS ANGLES (CBS.MW) - Following its latest rejection, the next stage in Oracle Corp's battle to buy PeopleSoft is set to begin in a courtroom on Wednesday."
train_079836,2,Business,VW and unions begin a new round of talks,VW and unions begin a new round of talks,"HANNOVER, Germany Senior negotiators from Volkswagen and its main union entered another round of negotiations on Tuesday as they worked to reach a cost-cutting contract and head off the first comprehensive strike at the automaker #39;s factories in western ","HANNOVER, Germany Senior negotiators from Volkswagen and its main union entered another round of negotiations on Tuesday as they worked to reach a cost-cutting contract and head off the first comprehensive strike at the automaker's factories in western"
train_021954,2,Business,U.S. Stocks Slip as Profit Warnings Weigh,U.S. Stocks Slip as Profit Warnings Weigh," NEW YORK (Reuters) - U.S. stocks slipped on Wednesday after  several companies issued profit warnings, while Fed Chairman  Alan Greenspan's remarks that the economy was pulling out of a  summer soft patch did little to quell expectations for a rate  hike later this month.","NEW YORK (Reuters) - U.S. stocks slipped on Wednesday after several companies issued profit warnings, while Fed Chairman Alan Greenspan's remarks that the economy was pulling out of a summer soft patch did little to quell expectations for a rate hike later this month."
train_061851,2,Business,Jeremy Warner #39;s Outlook: Is anyone safe as Spitzer takes aim at &lt;b&gt;...&lt;/b&gt;,Jeremy Warner's Outlook: Is anyone safe as Spitzer takes aim at ...,"Is no one safe from Eliot Spitzer #39;s accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney ","Is no one safe from Eliot Spitzer's accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney"
train_035301,2,Business,U.S. Oil Clings Near \$47,U.S. Oil Clings Near $47," SINGAPORE (Reuters) - U.S. oil prices hovered near \$47 a  barrel on Wednesday, awaiting data that was expected to show a  big drop in fuel stocks in the United States due to  weather-related disruptions to output and shipments.","SINGAPORE (Reuters) - U.S. oil prices hovered near $47 a barrel on Wednesday, awaiting data that was expected to show a big drop in fuel stocks in the United States due to weather-related disruptions to output and shipments."
train_011358,2,Business,Rentokil rules out break-up,Rentokil rules out break-up,"Rentokil Initial, supplier of services ranging from security guards and pest control to conferences and exotic plants, has ruled out breaking itself up, despite tumbling profits and a swirl of takeover speculation.","Rentokil Initial, supplier of services ranging from security guards and pest control to conferences and exotic plants, has ruled out breaking itself up, despite tumbling profits and a swirl of takeover speculation."
train_009450,2,Business,HHG gets out of red zone,HHG gets out of red zone,AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.,AMP spin-off HHG plc has produced a pound stg. 46 million ($A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.
train_037448,2,Business,"Stocks Drop on \$49 Oil, Slowing Economy","Stocks Drop on $49 Oil, Slowing Economy"," NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday to nearly a five-week low as crude oil touched \$49 a  barrel, close to the record set last month, and a key gauge of  future economic activity fell for a third straight month.","NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday to nearly a five-week low as crude oil touched $49 a barrel, close to the record set last month, and a key gauge of future economic activity fell for a third straight month."
train_009047,3,Sci/Tech,Gartner optimistic about chip numbers,Gartner optimistic about chip numbers,"But that optimism isn #39;t matched by Infineon, which said that while the market worldwide remains buoyant, the US is a special case and cautioned that growth might not be as strong as it expected.","But that optimism isn't matched by Infineon, which said that while the market worldwide remains buoyant, the US is a special case and cautioned that growth might not be as strong as it expected."
train_088457,3,Sci/Tech,Fossil Indicates Brown Bears Went South,Fossil Indicates Brown Bears Went South,"CALGARY, Alberta - A fossilized jaw found in an Alberta gravel pit may have cleared up a mystery for researchers wondering how brown bears originally made it across North America.","CALGARY, Alberta - A fossilized jaw found in an Alberta gravel pit may have cleared up a mystery for researchers wondering how brown bears originally made it across North America."
train_092488,3,Sci/Tech,Cryptic responds!,Cryptic responds!,"As reported by The Associated Press, Marvel Enterprises Inc. and Marvel Characters, Inc. have sued NCsoft Corporation and Cryptic Studios.","As reported by The Associated Press, Marvel Enterprises Inc. and Marvel Characters, Inc. have sued NCsoft Corporation and Cryptic Studios."
train_099387,3,Sci/Tech,Mozilla backtracks in eBay privacy flap,Mozilla backtracks in eBay privacy flap,The Mozilla Foundation has updated the German-language version of Firefox in a bid to defuse a growing controversy over the way its search toolbar handles private customer data.,The Mozilla Foundation has updated the German-language version of Firefox in a bid to defuse a growing controversy over the way its search toolbar handles private customer data.
train_010019,3,Sci/Tech,New technique to enhance semiconductors,New technique to enhance semiconductors,"Conventional silicon based microchips have been known to be problematic at high temperatures, often due to heat generated by the circuit within while operating at high frequencies.","Conventional silicon based microchips have been known to be problematic at high temperatures, often due to heat generated by the circuit within while operating at high frequencies."
train_033513,3,Sci/Tech,Newfound Comet Set for Winter Display (SPACE.com),Newfound Comet Set for Winter Display (SPACE.com),"SPACE.com - Donald Machholz of Colfax, \  California, an optician who has been interested in astronomy since age eight, \  discovered nine comets from 1978 through 1994. He has since spent 1,457 hours \  scanning the skies for other comets, without any luck.","SPACE.com - Donald Machholz of Colfax, California, an optician who has been interested in astronomy since age eight, discovered nine comets from 1978 through 1994. He has since spent 1,457 hours scanning the skies for other comets, without any luck."
train_020126,3,Sci/Tech,Intel and AMD battle for dual-core chips,Intel and AMD battle for dual-core chips,Advanced Micro Devices (AMD) showcased its dual-core x86 Opteron microprocessor this week. The upcoming dual-core CPU for the enterprise enviornment is expected to debut in mid-2005 and was housed in a HP ProLiant DL585 server.,Advanced Micro Devices (AMD) showcased its dual-core x86 Opteron microprocessor this week. The upcoming dual-core CPU for the enterprise enviornment is expected to debut in mid-2005 and was housed in a HP ProLiant DL585 server.
train_030003,3,Sci/Tech,Vodafone Peddles New BlackBerry,Vodafone Peddles New BlackBerry,"Research In Motion #39;s BlackBerry 7100v, which sports the company #39;s latest keyboard technology, is being offered exclusively through Vodafone.","Research In Motion's BlackBerry 7100v, which sports the company's latest keyboard technology, is being offered exclusively through Vodafone."
train_044273,3,Sci/Tech,US rocket team halfway to winning \$10-million prize,US rocket team halfway to winning $10-million prize,"MOJAVE, CALIF. - A privately built and operated spacecraft roared out of the atmosphere on Wednesday with a historic flight that brings the team one step closer to winning a \$10-million US prize.","MOJAVE, CALIF. - A privately built and operated spacecraft roared out of the atmosphere on Wednesday with a historic flight that brings the team one step closer to winning a $10-million US prize."
train_075106,3,Sci/Tech,The IPod's New Trick: Photo Show,The IPod's New Trick: Photo Show,The iPod Photo looks and feels exactly like the existing iPod -- except it can display your photos on a bright screen. Should you buy it?,The iPod Photo looks and feels exactly like the existing iPod -- except it can display your photos on a bright screen. Should you buy it?
train_042493,3,Sci/Tech,Asteroid Toutatis Makes Closest Pass in 651 Years (Reuters),Asteroid Toutatis Makes Closest Pass in 651 Years (Reuters),Reuters - An asteroid named for a Celtic god\of war will come as close to Earth this week as it has since\1353.,Reuters - An asteroid named for a Celtic god of war will come as close to Earth this week as it has since 1353.
train_087946,3,Sci/Tech,Will Microsoft Lose The Browser Wars?,Will Microsoft Lose The Browser Wars?,"Will Microsoft Lose The Browser Wars?\\Until recently, software giant, Microsoft's Internet Explorer Web browser enjoyed a relatively unchallenged position as the most popular Web browser in the world.\\Despite lawsuits and charges of unfair competition from the likes of Netscape and others, Microsoft dominates browser software with over 90 market share.\\Microsoft's ...","Will Microsoft Lose The Browser Wars? Until recently, software giant, Microsoft's Internet Explorer Web browser enjoyed a relatively unchallenged position as the most popular Web browser in the world. Despite lawsuits and charges of unfair competition from the likes of Netscape and others, Microsoft dominates browser software with over 90 market share. Microsoft's ..."
train_012241,3,Sci/Tech,HP cues iPod,HP cues iPod,Hewlett-Packard brands its own version of Apple's music player and introduces a line of consumer products.,Hewlett-Packard brands its own version of Apple's music player and introduces a line of consumer products.
train_061881,3,Sci/Tech,Faster AMD Athlon 64 #39;s On The Way,Faster AMD Athlon 64's On The Way,"Chips such as the Athlon 64 FX and Intel #39;s Pentium 4 Extreme Edition populate the very top of the desktop market, appearing mainly in game machines fitted with the latest graphics cards and high-performance storage systems to render games with the ","Chips such as the Athlon 64 FX and Intel's Pentium 4 Extreme Edition populate the very top of the desktop market, appearing mainly in game machines fitted with the latest graphics cards and high-performance storage systems to render games with the"
train_058817,3,Sci/Tech,Briefly: Piracy crackdown yields \$2.2 million,Briefly: Piracy crackdown yields $2.2 million,roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.,roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.
train_057117,3,Sci/Tech,General Wireless #39; Technology Opens up New Ways for PC Users to &lt;b&gt;...&lt;/b&gt;,General Wireless' Technology Opens up New Ways for PC Users to ...,"STOCKHOLM, Sweden, October 11 /PRNewswire/ -- Following an agreement between Vodafone UK, Starhome and General Wireless, Vodafone #39;s business customers can now send and receive text messages (SMS) in their MS-Outlook and Lotus Notes.","STOCKHOLM, Sweden, October 11 /PRNewswire/ -- Following an agreement between Vodafone UK, Starhome and General Wireless, Vodafone's business customers can now send and receive text messages (SMS) in their MS-Outlook and Lotus Notes."
train_114804,3,Sci/Tech,O #39;Keefe to meet on Thursday with LSU chancellor search committee,O'Keefe to meet on Thursday with LSU chancellor search committee,"The head of the nation #39;s space program will interview for the job as chancellor of LSU this week. NASA Administrator Sean O #39;Keefe, who has ties to Louisiana, has been recruited by LSU officials ","The head of the nation's space program will interview for the job as chancellor of LSU this week. NASA Administrator Sean O'Keefe, who has ties to Louisiana, has been recruited by LSU officials"
train_054648,3,Sci/Tech,Ex-NASA Worker Pleads Innocent of Fake Inspections,Ex-NASA Worker Pleads Innocent of Fake Inspections,A fired NASA safety inspector accused of falsifying space shuttle inspection reports pleaded not guilty to 166 criminal charges on Friday and a trial was tentatively set for Dec. 1.,A fired NASA safety inspector accused of falsifying space shuttle inspection reports pleaded not guilty to 166 criminal charges on Friday and a trial was tentatively set for Dec. 1.
train_105972,3,Sci/Tech,Microsoft investigates Windows Server flaw,Microsoft investigates Windows Server flaw,"Microsoft is investigating a security flaw in Windows server software that could allow an attacker to gain complete control over systems running the software, the company said.","Microsoft is investigating a security flaw in Windows server software that could allow an attacker to gain complete control over systems running the software, the company said."
train_058824,3,Sci/Tech,Inputs are dangerous,Inputs are dangerous,"Well, it #39;s  quot;Patch Day Tuesday quot; again, and Microsoft just released another raft of security bulletins. We got ten bulletins this time, but that amounts to something upwind of 20 separate vulnerabilities ","Well, it's quot;Patch Day Tuesday quot; again, and Microsoft just released another raft of security bulletins. We got ten bulletins this time, but that amounts to something upwind of 20 separate vulnerabilities"
train_069071,3,Sci/Tech,Mercent to help Guess sell on Amazon,Mercent to help Guess sell on Amazon,E-commerce Web services specialist is helping retailers take the guesswork out of setting up shop on Amazon.,E-commerce Web services specialist is helping retailers take the guesswork out of setting up shop on Amazon.
train_015464,3,Sci/Tech,Election Overseers Want Big Win,Election Overseers Want Big Win,"Administrators are hoping that the victor in this year's presidential election will win by a wide margin. A close race, they fear, will result in more charges of voter fraud and demands for recounts. Kim Zetter reports from Washington.","Administrators are hoping that the victor in this year's presidential election will win by a wide margin. A close race, they fear, will result in more charges of voter fraud and demands for recounts. Kim Zetter reports from Washington."
train_033025,3,Sci/Tech,"Nokia pulls out, Sony Ericsson goes in","Nokia pulls out, Sony Ericsson goes in","STRANGE. THE DAY after Sony Ericsson announces it has done a deal with the Financial Times (FT) to offer content via its portal, Nokia says it is reigning back its own portal, Club Nokia.","STRANGE. THE DAY after Sony Ericsson announces it has done a deal with the Financial Times (FT) to offer content via its portal, Nokia says it is reigning back its own portal, Club Nokia."
train_030914,3,Sci/Tech,Newfound Comet Set for Winter Display (SPACE.com),Newfound Comet Set for Winter Display (SPACE.com),"SPACE.com - Donald Machholz of Colfax, \  California, an optician who has been interested in astronomy since age eight, \  discovered nine comet from 1978 through 1994. He has since spent 1,457 hours \  scanning the skies for other comets, without any luck.","SPACE.com - Donald Machholz of Colfax, California, an optician who has been interested in astronomy since age eight, discovered nine comet from 1978 through 1994. He has since spent 1,457 hours scanning the skies for other comets, without any luck."
train_036990,3,Sci/Tech,AMD's Ruiz disappointed by Microsoft's 64-bit delays,AMD's Ruiz disappointed by Microsoft's 64-bit delays,"Advanced Micro Devices Inc. (AMD) is disappointed by Microsoft Corp.'s decision to delay the introduction of 64-bit versions of its Windows operating system, but sees no significant impact from the delay on sales of its 64-bit processors, the company's top executive said Thursday.","Advanced Micro Devices Inc. (AMD) is disappointed by Microsoft Corp.'s decision to delay the introduction of 64-bit versions of its Windows operating system, but sees no significant impact from the delay on sales of its 64-bit processors, the company's top executive said Thursday."
train_089107,3,Sci/Tech,Administration ignores global warming warnings,Administration ignores global warming warnings,"Yes, we know you don #39;t like that news, but it #39;s science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was ","Yes, we know you don't like that news, but it's science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was"
train_059298,3,Sci/Tech,FEC May Regulate Internet Political Activity,FEC May Regulate Internet Political Activity,"By SHARON THEIMER     WASHINGTON (AP) -- With political fund raising, campaign advertising and organizing taking place in full swing over the Internet, it may just be a matter of time before the Federal Election Commission joins the action.    Well, that time may be now...","By SHARON THEIMER WASHINGTON (AP) -- With political fund raising, campaign advertising and organizing taking place in full swing over the Internet, it may just be a matter of time before the Federal Election Commission joins the action. Well, that time may be now..."
train_014651,3,Sci/Tech,"World ban on human cloning, UK stands up to US pressure","World ban on human cloning, UK stands up to US pressure",Great Britains best scientists are standing up to American government pressure to get a worldwide ban on all types of human cloning by backing an international campaign against American efforts.,Great Britains best scientists are standing up to American government pressure to get a worldwide ban on all types of human cloning by backing an international campaign against American efforts.
train_085022,3,Sci/Tech,GE to sell 60 of Indian BPO operation,GE to sell 60 of Indian BPO operation,"GE is selling a 60 stake in GE Capital International Services, its business process outsourcing subsidiary in India, for about \$500 million.","GE is selling a 60 stake in GE Capital International Services, its business process outsourcing subsidiary in India, for about $500 million."
train_022748,3,Sci/Tech,Congress Puts Hooks in Copyright Crooks,Congress Puts Hooks in Copyright Crooks,"Congressional lawmakers are taking a cue from Hollywood with an aim to beef up penalties against people who illegally swap copyrighted movies and songs over the Internet. \&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",Congressional lawmakers are taking a cue from Hollywood with an aim to beef up penalties against people who illegally swap copyrighted movies and songs over the Internet. -washingtonpost.com
