text_hash,representative_row_id,removed_row_id,label,label_name,title_clean
d991b4d0fac8b1f4d6ebd0273cfeb8236146d1cdcb98dac31dc06618e2931541,train_086724,train_086799,3,Sci/Tech,Solar sail craft gets launch date
da255f3a67efc290cf7bbcad17c1e3c4b4e23fdc3b929fcf287c6edf35cca2b5,train_003483,train_003510,0,World,S.Korea's Ruling Party Head Resigns on Father's Past
db3aa2706ac47ca4d87d0b823d2f6ca7c837ff0b2428d96098c7a6204cf72f77,train_083989,train_084755,3,Sci/Tech,8 EBay Sellers Admit to Phony Bids (AP)
db69a80ee257d38d36f3297d4527e939180e321887dfedff630183992578b07a,train_029096,train_030387,3,Sci/Tech,Infineon to Pay a Fine in the Fixing of Chip Prices
dba793cdaac6f36528c402e12658dd27de46c9907566a1a1d8089371051cd943,train_064194,train_069882,3,Sci/Tech,Scientists: New Planets May Take Longer
ddbed3f224e68a1eca44dab4ae94020d77ae163f5c855750033e8e7b2fc99e50,train_005212,train_005650,3,Sci/Tech,Google's ups and downs
def89c358c37e8a1350a46b220fa1d9302f8ed9299abe192d00f1e8a592203cc,train_007588,train_007643,2,Business,Toys R Us Posts Operating Loss
dfdb37db7b1ecb8aa85f874dda4e945bff2e69fccd985a6462676684e37daf0a,train_049320,train_049350,2,Business,Supreme Court Sidesteps Credit Card Dispute
e03de7bb83254ff45777f094271459c2bdd96ba837f74d51a38b99620280742d,train_037313,train_037374,2,Business,"Blue Chips Drop, Oil Reaches $49 a Barrel"
e0e17666c5ffacfbeb23578e9128f1626758505db28a3973259dd9c5170aa6da,train_105669,train_105682,2,Business,US Upholds Tariffs on Shrimp Imports
e2b2a52217de65ce9418a6f1038e34c45cf2efc20ec114ec6c5dd723cd36fea4,train_081543,train_082359,3,Sci/Tech,IBM Supercomputer Again Claims Record
e34bb55ddb76e25f4e8665007c0f9e92a98d7b377788aef88bf73570896f8a23,train_004942,train_004954,1,Sports,Judge Maintains Peirsol Broke Rules
e606641c9794fffa2426d872f86e3ac641a322ec86ccf87e5c7b41c3fab23e2b,train_104249,train_104396,3,Sci/Tech,SCO Web site hack mocks company's legal claims
e65fd4a7b1914ab9a4265e0a14d886e7cafaebe76406a4b06cc5ba4e54a4b815,train_045534,train_045602,3,Sci/Tech,"Netflix, TiVo to Develop Joint Product (Reuters)"
e8fd6ff258d3d85dc033337b1dc43e2ee0f948f3617b4a4aa987d7d15b6da574,train_096249,train_096471,3,Sci/Tech,Let the Handheld Games Begin
e9030af779608443aa2c5f7de13e8805c0ac477fecc573b07d32b470f06b8bbe,train_082195,train_082357,3,Sci/Tech,Verizon to Buy NextWave Licenses for $3 Billion
e92c7b2d89bced688c1b7725b0ee9214f4a0e23ea8d0bcb88f4c8dad692e2281,train_016959,train_016964,2,Business,"US Airways, pilots say they're close to a deal on cutting wages"
e97d57f26c3df85c79e8780348888592d422d9f7f6fe09dbc86f7662279940f0,train_005484,train_005908,2,Business,Airways pilots extend talks
ea48d58cb7b0c0bff40b3d106f9e59fec987de2538552f5c26878a074e06c4ac,train_043598,train_043711,2,Business,World bank urges poor countries to improve investment climates
ebbbb40d590055ae8f5afe43217819ca7604c3d2557d4d57833324edee5e640e,train_074807,train_074830,3,Sci/Tech,"Yahoo Unveils Mobile Search, Google Rivalry Rages"
ec0364fd551bb1cc6e806ad0bf70cf07eff7dbc43c7f8471fb69544ebb57ddf2,train_004912,train_005959,3,Sci/Tech,Stunt pilots to hook falling stardust sample
ec502bb647c06eede8881f626c00f21d8c4e05303056e30d24626036a0d89fe7,train_065649,train_065970,3,Sci/Tech,Hacker Hits California University Computer
ecb46acff41258f93e4c275b21160f1b5b7548981d5882b80a0f9ba4548c3d9f,train_008480,train_008553,2,Business,Iraq output rises; oil futures fall
ee5f126e49447f2342df4af20f65ab9e978bc1cf8285e29a6f1518b50302a4f6,train_037527,train_038218,3,Sci/Tech,"Microsoft Sues Web Hoster, Others Over Spam"
f22959a8f03b3cfdaf23c93061c355f376b6c93205a594edfe21df51951d86b2,train_102665,train_102803,3,Sci/Tech,Researchers develop 3-D phone technology
f3522fc8ff606234c2969a307435ea0a65f0aecd3278f120cae80257b0a42361,train_004836,train_004863,1,Sports,Brugnetti Strides to First Gold in 20km Walk
f6a5944752edb1e26da87782ada73949e3370e69440ac1d5edb43e6590dfc546,train_065292,train_065382,1,Sports,MOURINHO CONFIDENT OVER STRIKE DUO
f8b5ad0a94e063b94acb42063e33a1983cddafba452bea3d9455a0a075a08150,train_045882,train_045911,2,Business,Consumer Spending Was Flat in August
fb86a0478131c208d42d71a5f972a3853dfa06bffa72c90e983205ce2094f846,train_004157,train_004292,1,Sports,American Aaron Peirsol's Gold Restored on Appeal
