row_id_1,row_id_2,similarity,label_1,label_2,title_clean_1,title_clean_2
train_058782,train_058783,0.9453,3,3,Picture 5 of 8: Microsoft's new Media Center push,Picture 6 of 8: Microsoft's new Media Center push
train_058782,train_058784,0.9609,3,3,Picture 5 of 8: Microsoft's new Media Center push,Picture 8 of 8: Microsoft's new Media Center push
train_017634,train_018964,0.9453,0,0,"Iraq's Survival Still at Stake, Report Warns","Iraq's Survival Still at Stake, Report Warns (Reuters)"
train_064240,train_065088,0.9219,3,2,Businesses keep Q3 PC growth on track,Businesses keep Q3 PC growth on track
train_064240,train_064419,0.9766,3,2,Businesses keep Q3 PC growth on track,Businesses keep Q3 PC growth on track
train_040185,train_040213,0.9531,2,2,Fannie CEO May Not Withstand Challenge,Fannie CEO May Not Withstand Challenge (Reuters)
train_027840,train_028446,0.9141,2,2,"Studio Mogul Kerkorian And MGM, Off Again","Kerkorian and MGM, Off Again"
train_054281,train_054284,0.9688,3,3,IBM Chief Sees Global Tech Spending Rise (Reuters),IBM Chief Sees Global Tech Spending Rise
train_091104,train_091394,0.9297,3,3,Sun unleashes Solaris 10,Sun unleashes Solaris 10 (InfoWorld)
train_032116,train_032209,0.9688,1,1,AL Wrap: Lieber Dominates as Yankees Thump Red Sox,AL Wrap: Lieber Dominates as Yankees Thump Red Sox
train_002021,train_002069,0.9688,2,2,Google Stock Sale Delayed as SEC Doesn't Act on IPO (Update1),Google Stock Sale Delayed as SEC Doesn't Act on IPO (Update1)
train_066447,train_066451,0.9453,0,0,UN Turns to U.S. Troops to Guard Its Staff in Iraq (Reuters),UN Turns to U.S. Troops to Guard Its Staff in Iraq
train_044604,train_044703,0.9375,3,2,Search Upstart Launches New Site (AP),Search upstart launches new site
train_110274,train_110359,0.9922,0,0,UN Investigating Reports of Rwandan Violations in Congo,UN Investigating Reports of Rwandan Rights Violations in Congo
train_062869,train_062877,0.9453,0,0,"Loud Blast Shakes Baghdad, Casualties Feared (Reuters)","Loud Blast Shakes Baghdad, Casualties Feared"
train_014880,train_014929,0.9922,0,0,GOP Sharpens Attacks As Convention Opens,GOP Sharpens Attacks As Convention Opens
train_067696,train_067706,0.9922,3,3,Grand theft intellectual property,'Grand Theft' of intellectual property
train_071611,train_071661,0.9375,2,2,Oil Slips Under $55 a Barrel,Oil Slips as Norway Moves to End Strike
train_005036,train_005042,0.9922,3,0,Holes found in Windows XP update,Holes found in Windows update
train_114218,train_114221,0.9219,0,0,Russia Defense Minister in China Cooperation Talks (Reuters),Russia Defense Minister in China Cooperation Talks
train_056880,train_057007,0.9062,1,1,Former MVP Caminiti Dies of Heart Attack at 41,Former MVP Caminiti Dies of Heart Attack at 41 (Reuters)
train_034254,train_034299,0.9297,2,2,U.S. Oil Holds Above $46 on Supply Fears,US Oil Holds Above $46 on Supply Concerns
train_064885,train_064962,0.9531,2,2,Ford Posts Profit; Loses Money in Autos,Ford Posts Profit But Loses Money in Cars
train_014796,train_014803,0.9375,0,0,Saboteurs Hit Iraq Internal Oil Pipeline (Reuters),Saboteurs Hit Iraq Internal Oil Pipeline
train_014927,train_014979,0.9844,0,0,"New Chechen Leader Vows Peace, Poll Criticized","New Chechen Leader Vows Peace, Poll Criticized"
train_002575,train_002629,0.9609,3,0,Home users get key Windows update,Home users get Windows update
train_107222,train_107272,0.9297,1,1,League Cup still last on Benitez's trophy list,League Cup still last on Benitez's trophy list
train_053479,train_056448,0.9766,3,3,"Opportunity Rover Stumbles Upon Rocky, Maybe Watery, Find","Opportunity rover stumbles upon rocky, maybe watery, find"
train_061605,train_061606,0.9688,3,3,Photo 2 of 2: End (table) game for Microsoft,Photo 1 of 2: End (table) game for Microsoft
train_005053,train_005115,0.9844,1,1,Greek Athlete Tests Positive for Drugs,Greek Athlete Tests Positive for Drugs
train_058915,train_058918,0.9219,2,2,Intel Fuels Asian Stocks; Oil Down (Reuters),Intel Fuels Asian Stocks; Oil Down
train_113290,train_113420,0.9531,1,1,Pavano chooses Yankees,Pavano Chooses Yankees
train_119309,train_119448,1.0,2,2,Celebrex Lifts Heart Attack Risk in Trial,Pfizer's Celebrex Lifts Heart Attack Risk in Trial
train_119309,train_119630,0.9453,2,2,Celebrex Lifts Heart Attack Risk in Trial,Pfizer's Celebrex Lifts Heart Attack Risk in Trial (Reuters)
train_082761,train_082831,1.0,2,2,U.S. Stocks Extend Post-Election Rally,Stocks Extend Post-Election Rally
train_011106,train_011300,0.9375,0,0,Top Russian Official: Plane Terror Likely,Top Russian Official: Plane Terror Likely
train_071834,train_071862,0.9922,2,2,"Oil Ends Lower, Norway Ends Strike","Oil Ends Lower, Norway to End Strike"
train_070126,train_070195,0.9141,0,0,"Japan Quake Kills 18, Aftershocks Strike Fear","Japan Quake Kills 18, Aftershocks Strike Fear"
train_000735,train_000818,0.9766,0,0,Israel Turns Up Heat on Palestinian Hunger Strike,Israel Turns Up Heat on Palestinian Hunger Strike
train_004441,train_004563,0.9688,3,3,Microsoft Patches the Patch,Microsoft Patches the Patch
train_082589,train_082875,0.9844,0,0,Machine Error Gives Bush Extra Ohio Votes (AP),Ohio Machine Error Gives Bush Extra Votes (AP)
train_049824,train_049870,0.9609,2,2,Japan Stocks Edge Down on Profit-Taking,Japan Stocks Edge Down on Profit-Taking (Reuters)
train_035731,train_035897,1.0,2,2,FedEx Earnings More Than Double,FedEx Quarterly Earnings More Than Double
train_099087,train_101354,0.9531,3,3,Life-changing video format gets last rites,Last Rites Sounded for Life-Changing Video Format
train_115543,train_115562,0.9297,0,3,"Japanese snap up 200,000 PSP video-game consoles in two days (AFP)","Japanese snap up 200,000 PSP video-game consoles in two days"
train_063880,train_063967,0.9297,3,3,Handset Makers Raising Virus Defenses,Mobile Handset Makers Raising Virus Defenses
train_104517,train_105536,0.9766,3,3,IBM Unveils Latest 'On-Demand' Tech Center,IBM Unveils Latest 'On-Demand' Tech Center
train_049785,train_049826,0.9688,2,2,"UPDATE 3-Temple-Inland Inc. says to cut 1,500 jobs","UPDATE 2-Temple-Inland Inc. says to cut 1,500 jobs"
train_112124,train_112156,1.0,2,3,EU probes mobile phone call costs,EU probes mobile phone call costs
train_102159,train_102203,0.9297,1,1,Raptors Increase Security After Threat (AP),Raptors increase security after threat made against Carter
train_045566,train_045643,0.9375,0,0,Court Doctors Examine Pinochet for Trial,Court Doctors Examine Pinochet for Trial (Reuters)
train_085844,train_089766,0.9375,2,3,FCC further deregulates Net calls,This week in VoIP news
train_052086,train_052221,0.9609,0,0,U.S. Report Finds No Evidence of Iraq WMD,U.S. Report Finds No Evidence of Iraq WMD
train_104359,train_104444,0.9219,2,2,Saudi Arabia insists high oil prices no threat to world economic growth (AFP),Saudi Arabia insists high oil prices no threat to world economic ...
train_084847,train_084848,0.9844,3,3,Disney Expanding Video Game Investment,Disney Says Expanding Video Game Investment
train_099465,train_099472,0.9219,1,1,Report: Gamecocks to Name Spurrier New Head Coach Tuesday,Report: Gamecocks to name Spurrier new head coach Tuesday
train_013789,train_015180,0.9062,1,1,Rooney hovers between Manchester United and Newcastle,Wonder Wayne hovers between Man United and Newcastle
train_030219,train_031238,0.9844,3,3,Sun-Microsoft deal raises Open Office questions,Sun-Microsoft deal raises Open Office questions
train_112517,train_112581,0.9297,0,0,16 Killed in Venezuelan Plane Crash (AP),16 Killed in Venezuelan Plane Crash
train_035835,train_035937,0.9062,0,0,Politicans Killed in Indian Chopper Crash,Politicans Killed in Indian Chopper Crash
train_088988,train_089007,0.9531,2,2,New York's Spitzer Says May Sue Insurer (Reuters),New York's Spitzer Says May Sue Insurer
train_004789,train_004792,0.9453,0,0,Iraq's Sadr Prepares to Hand Over Najaf Shrine (Reuters),Iraq's Sadr Prepares to Hand Over Najaf Shrine
train_001314,train_001348,0.9062,3,3,Motorola Expects Strong Sales Growth (Reuters),Motorola Expects Strong Sales Growth
train_098233,train_099312,0.9688,1,1,"For Artest, Today's Troubles Took Root Years Ago","For Artest, Today's Troubles Took Root Years Ago"
train_025221,train_025916,0.9453,3,3,Array of Innovations at Mobile Tech Show (AP),Array of Innovations at Mobile Tech Show
train_028726,train_028730,0.9375,3,3,Livewire: Back to School Means Back to Advergames (Reuters),Livewire: Back to School Means Back to Advergames
train_025101,train_025982,0.9453,0,0,Pakistani Forces Attack Militant Hideouts; 10 Killed (Reuters),Pakistani Forces Attack Militant Hideouts; 10 Killed
train_047092,train_048530,0.9375,0,0,A Daily Look at U.S. Iraq Military Deaths (AP),Look at U.S. Military Deaths in Iraq (AP)
train_102712,train_102722,0.9766,2,2,Wal-Mart Sees Nov. US Sales Up 0.7 Pct,Wal-Mart Sees November Sales Up 0.7 Pct
train_048234,train_049134,0.9922,3,3,Billy Joel Marries 23-Year-Old Fiancee (AP),Billy Joel Marries 23-Year-Old (AP)
train_005272,train_005351,0.9766,2,2,Treasuries Edge Down as Oil Retreat,U.S. Treasury Prices Edge Lower
train_078103,train_078215,0.9766,1,1,Ashado wins Distaff in opening Breeders' Cup race,Ashado Wins Opening Breeders' Cup Race
train_003727,train_021833,0.9531,3,2,Debit Cards Give Plastic Edge Over Paper,Debit Cards Give Plastic Edge Over Paper
train_108106,train_108177,1.0,2,2,IBM Puts PC Unit Up for Sale - NY Times,IBM Puts PC Unit Up for Sale - NY Times
train_090178,train_090329,0.9375,1,1,NBA Wrap: Lakers Rally to Beat Rockets (Reuters),NBA Wrap: Lakers Rally to Beat Rockets
train_032738,train_032810,0.9531,0,0,Indonesians Begin Voting in Landmark Election,Millions of Indonesians Vote in Landmark Election
train_032738,train_032791,0.9062,0,0,Indonesians Begin Voting in Landmark Election,Indonesians go to the polls
train_032127,train_032128,0.9297,1,1,NL Wrap: Padres Ease Past Giants Despite Bonds Homer (Reuters),NL Wrap: Padres Ease Past Giants Despite Bonds Homer
train_028703,train_028796,0.9141,2,2,UK OKs Taser Stun Guns for Some Police,UK OKs Taser Stun Guns for Some Police
train_113859,train_114140,0.9375,0,0,Spanish Leader Faces Grilling on Train Bombings (Reuters),Spanish Leader Faces Grilling on Train Bombings
train_023003,train_023740,0.9531,3,3,Nokia to offer phones with 'old-world' styling,Nokia to offer phones with 'old world' styling
train_111123,train_111133,0.9453,2,2,BoE Holds UK Rates at 4.75 Percent,BoE Holds UK Rates at 4.75 Percent (Reuters)
train_029350,train_030187,1.0,2,2,Manufacturing accelerates,Manufacturing accelerates
train_031526,train_031585,0.9219,1,1,NL Wrap: Jones Leads Braves Closer to Division Title (Reuters),Leads Braves Closer to Division Title (Reuters)
train_031526,train_031528,0.9453,1,1,NL Wrap: Jones Leads Braves Closer to Division Title (Reuters),NL Wrap: Jones Leads Braves Closer to Division Title
train_044447,train_044824,0.9219,1,1,Tiger Woods' Back an Issue at Amex,Tiger's Back an Issue at American Express (AP)
train_020186,train_020190,0.9297,0,0,Brazil Government Criticizes New York Times Report (Reuters),Brazil Government Criticizes New York Times Report
train_065573,train_065689,0.9609,2,2,Yen Eases Against Dollar,Yen Eases Against Dollar as Stocks Sag
train_035891,train_035913,0.9609,2,2,Oil Tops $48 After U.S. Inventories Dive,Oil Tops $48 After U.S. Inventories Dive
train_027385,train_027838,0.9219,0,3,"Blair Fears Climate Change Disaster, Challenges U.S.","Blair Fears Climate Change Disaster, Challenges U.S. (Reuters)"
train_083369,train_083371,0.9062,3,3,Whooping Cranes' Migration Interrupted (AP),Whooping Cranes' Migration Interrupted
train_037428,train_039684,0.9375,2,2,SEC says General Electric violated law over Welch perks,Update 3: SEC Says GE Violated Law Over Welch Perks
train_044919,train_044928,0.9531,2,2,Lehman in Talks to Buy UK Hedge Fund -WSJ,Lehman in Talks to Buy UK Hedge Fund-WSJ
train_092671,train_093048,0.9219,3,3,Film Industry Files Anti-Piracy Suits (AP),Film Trade Group Files Anti-Piracy Suits (AP)
train_036138,train_039251,0.9688,2,2,"Former CA chief indicted, company reaches accord",Former CA chief indicted; company reaches accord
train_119984,train_119994,0.9375,0,0,Syria Redeploys Some Security Forces in Lebanon (Reuters),Syria Redeploys Some Security Forces in Lebanon
train_102342,train_102756,0.9141,0,0,"Grief, Rage in Argentine Protest Over Fatal Fire",Argentine Protesters on Streets Over Fatal Fire
train_054276,train_054307,0.9531,3,2,Google Used to Identify 1993 Victim (AP),Google Used to Identify 1993 Victim
train_044610,train_044919,0.9141,2,2,Lehman in Talks to Buy UK Hedge Fund -WSJ,Lehman in Talks to Buy UK Hedge Fund -WSJ
train_044610,train_044910,0.9531,2,2,Lehman in Talks to Buy UK Hedge Fund -WSJ,Lehman in Talks to Buy UK Hedge Fund-WSJ
train_026989,train_027104,0.9141,3,3,Yahoo to Buy Musicmatch for $160M in Cash (AP),Yahoo to Buy Musicmatch for $160M in Cash
train_005897,train_006323,0.9453,1,1,Olympic Soccer: Euphoric Iraq Reaches Semifinals,Olympic Soccer: Euphoric Iraq Reaches Semifinals
train_071023,train_071357,0.9609,1,1,Baseball-Stitched-Up Schilling Makes World Series History,Stitched-Up Schilling Makes World Series History
train_010922,train_010927,0.9297,3,3,Almost Half of Video Gamers Cutting TV Use --Study (Reuters),Almost Half of Video Gamers Cutting TV Use --Study
train_059686,train_059774,0.9766,2,2,Hurricane Damage to Hit Allstate Profits,Hurricane Damage to Hurt Allstate Profit
train_074388,train_074416,0.9609,2,2,Durable Goods Orders Up 0.2 Percent,Durable Goods Orders Edge Up in September
train_105562,train_106095,0.9297,1,1,Pacers to be Charged,Pacers will be charged
train_041444,train_041548,0.9609,3,3,Intel drops plans for Wi-Fi access point in Grantsdale,Intel drops plans for Wi-Fi access point in Grantsdale
train_116766,train_116771,0.9453,0,0,Pressure Grows on Romanian Left to Give Up Power (Reuters),Pressure Grows on Romanian Left to Give Up Power
train_024218,train_024289,0.9531,3,3,Court Rejects Child Porn Internet Law,Court Rejects Child Porn Internet Law
train_031025,train_031068,0.9453,2,2,"Circuit City Cuts Loss, Stock Soars","Circuit City Cuts Quarterly Loss,Stock Up"
train_060036,train_060109,0.9062,2,2,Merck: Successor pill safer than Vioxx,Merck: Successor pill safer than Vioxx
train_009780,train_009973,0.9062,1,1,Dirrell Boosts American Title Hopes in Boxing,Dirrell Boosts American Title Hopes in Boxing
train_046910,train_047506,0.9531,3,3,"Greek archaeologists find 2,500-year-old pomegranates preserved in ...","Greek archaeologists find 2,500-year-old pomegranates preserved in ..."
train_113617,train_113638,0.9375,2,2,Las Vegas Sands Looks for a Jackpot,Las Vegas Sands Looks for a Jackpot (Reuters)
train_035645,train_037157,0.9062,3,3,Russia Plans Space Station Launch on Oct. 11,Russia Plans Space Station Launch on Oct. 11 (Reuters)
train_014291,train_014608,0.9609,2,2,UBS to Buy Schwab Units - WSJ,UBS Reportedly to Buy Schwab Units
train_014291,train_014388,0.9375,2,2,UBS to Buy Schwab Units - WSJ,UBS to Buy Schwab Units - WSJ (Reuters)
train_067660,train_067732,0.9141,3,3,"Start-up crafts nanoparticles for energy, explosions","Nanoparticles for energy, explosions"
train_045044,train_045047,0.9297,2,2,"Consumption Flat, Durable Spending Sinks (Reuters)","Consumption Flat, Durable Spending Sinks"
train_108175,train_108250,0.9141,0,0,"Germany Says Thwarts Attack on Iraq PM, 3 Arrested","Germany Says Thwarts Attack on Iraq PM, 3 Arrested (Reuters)"
train_014260,train_014261,0.9141,1,1,"NL Wrap: Pujols Boosts Cards, Giants Delight for Bonds (Reuters)","NL Wrap: Pujols Boosts Cards, Giants Delight for Bonds"
train_071694,train_071755,0.9453,0,0,Full Sudanese peace talks get off to a shaky start (AFP),Full Sudanese peace talks get off to a shaky start
train_002228,train_002229,0.9531,0,0,China Hints U.S. Must Return Guantanamo Separatists (Reuters),China Hints U.S. Must Return Guantanamo Separatists
train_018664,train_018666,0.9375,0,0,South Korean Lab Says Uranium Test Repeated 3 Times (Reuters),South Korean Lab Says Uranium Test Repeated 3 Times
train_085877,train_085889,0.9453,1,1,Schilling has successful ankle surgery,Schilling Has Successful Ankle Surgery
train_024766,train_026157,0.9922,3,3,"SP2 Fights Worms, Has Bugs","News: SP2 Fights Worms, Has Bugs"
train_092010,train_092036,0.9062,3,3,Top Researchers Ask Web Users to Join Science Grid,Top Researchers Ask Web Users to Join Science Grid (Reuters)
train_029282,train_029285,0.9453,2,2,Report: Japan May Sanction Citibank (Reuters),Report: Japan May Sanction Citibank
train_000448,train_000533,0.9141,1,0,"Phelps, Thorpe Advance in 200 Freestyle (AP)","Phelps, Thorpe Advance in 200 Freestyle"
train_051367,train_052316,0.9922,3,3,"Save the Trees, Save the Apes, Expert Says","Save the trees, save the apes, expert says"
train_063029,train_063196,0.9609,2,2,Ford to Offer Sirius Radio as an Option in More Cars,Ford to Offer Sirius Radio as an Option in More Cars
train_071964,train_072363,0.9453,3,3,Sony launches music players with MP3 support,Sony launches music players with MP3 support
train_075434,train_075448,0.9375,3,3,"Disaster Toll Tripled in 2003 Amid Quakes, Heatwave (Reuters)","Disaster Toll Tripled in 2003 Amid Quakes, Heatwave"
train_077643,train_077729,0.9766,1,1,Boston Expects Millions at Red Sox Parade (AP),Boston Expects Millions at Red Sox Parade (AP)
train_073637,train_073705,0.9141,2,2,ATA Files for Bankruptcy,ATA Files for Bankruptcy Protection
train_073637,train_073681,0.9297,2,2,ATA Files for Bankruptcy,ATA Files for Bankruptcy
train_045171,train_045226,0.9531,3,3,Munich migrates to Linux despite EU debate (InfoWorld),Munich migrates to Linux despite EU debate
train_047679,train_047927,0.9219,0,0,U.S.-Led Forces Widen Control in Rebel Iraqi City,U.S.-Led Forces Widen Control in Rebel Iraqi City (Reuters)
train_067590,train_067622,0.9453,3,3,Beat Hackers and Learn to Spy at Italy Tech Fair (Reuters),Beat Hackers and Learn to Spy at Italy Tech Fair
train_061913,train_061977,0.9609,0,0,"Unit Refused Duty in Iraq, Military Says","Unit Refused Iraq Mission, Military Says"
train_058030,train_058051,0.9375,0,0,Sources: Body of Briton Bigley Dumped Near Baghdad (Reuters),Sources: Body of British Hostage Dumped Near Baghdad
train_095135,train_095154,0.9141,2,2,Philly Fed: Factories Slowed in November,Philly Fed: Factories Slowed in November (Reuters)
train_062846,train_071630,0.9453,2,2,Spitzer Strikes,Spitzer Strikes Again
train_117413,train_117414,0.9609,2,2,"Nikkei Drops, Exporters Hurt by Yen (Reuters)","Nikkei Drops, Exporters Hurt by Yen"
train_005857,train_005868,0.9531,1,1,Basketball: Lithuania Shoots Down United States,Lithuania Shoots Down U.S. in Men's Olympic Basketball
train_059779,train_060043,0.9453,3,3,Mobile Phones Increase Tumor Risk - Swedish Study,"Mobile Phones Increase Tumor Risk, Study Says"
train_026533,train_026575,0.9688,2,2,U.S.: High Oil Price Due to Supply Fears,U.S.: High Oil Price Due to Supply Fears
train_031277,train_031304,0.9375,2,2,U.S. Treasury Debt Prices Slip,U.S. Treasury Debt Prices Slip (Reuters)
train_024802,train_024812,0.9766,0,0,Reports May Indicate N.Korea Nuclear Test-NY Times,Reports May Indicate N.Korea Nuclear Test-NY Times (Reuters)
train_116178,train_116188,0.9219,0,0,At Least Five Dead in Another India Train Accident,At Least Five Dead in Another India Train Accident
train_076810,train_076887,0.9141,2,2,CNN to shut down its CNNfn network,Financial network to end after nine years
train_019226,train_020144,0.9766,2,2,"Nikkei Opens Higher, Lifted by Survey","Nikkei Opens Higher, Lifted by Survey"
train_011909,train_011924,0.9844,2,2,Second-Quarter GDP Is Downgraded,U.S. Second-Quarter GDP Downgraded
train_030658,train_030663,0.9375,2,2,EIA Says Heating Oil Bills to Rise (Reuters),EIA Says Heating Oil Bills to Rise
train_014201,train_014333,0.9531,2,2,"Tokyo Stocks Dip, Focus on Data","Tokyo Stocks Dip, Focus on Data"
train_036412,train_037393,0.9531,3,3,Calif. Panel Weighs Greenhouse Gas Plan for Cars,Calif. Panel Weighs Greenhouse Gas Plan for Cars (Reuters)
train_023961,train_024104,0.9609,0,0,AP Poll: Bush Holds Lead Over Kerry (AP),AP Poll: Bush Holds Slight Lead on Kerry (AP)
train_023673,train_023726,0.9453,3,3,Phone Firms Rush to Get TV on Mobile Phones (Reuters),Phone Firms Rush to Get TV on Mobile Phones
train_091724,train_091728,0.9062,3,3,Apache Geronimo readied as Java app server (InfoWorld),Apache Geronimo readied as Java app server
train_091724,train_091799,0.9688,3,3,Apache Geronimo readied as Java app server (InfoWorld),Update: Apache Geronimo readied as Java app server (InfoWorld)
train_081774,train_081881,0.9141,2,2,United Airlines Seeks Staff Concessions,United Airlines Seeks Staff Concessions (Reuters)
train_073526,train_073607,0.9531,1,1,"Federer Pulls Out; Dent, Srichaphan Lose (AP)",Federer Pulls Out of Swiss Indoors (AP)
train_087422,train_087434,0.9609,0,0,Chile Issues Report on Pinochet Torture,Chile Issues Report on Pinochet Torture (AP)
train_069743,train_069751,0.9219,2,0,"GM Europe May Create New Company, Move HQ","GM Europe May Create New Company, Move HQ (Reuters)"
train_030046,train_030052,0.9062,1,1,"Bonds 3-For-3 But No Homer, Remains at 699","Bonds 3-For-3 But No Homer, Remains at 699 (Reuters)"
train_028856,train_028866,0.9141,3,3,Airespace Wins IBM Partnership for WiFi Service,Airespace Wins IBM Partnership for WiFi Service (Reuters)
train_033984,train_034275,0.9141,3,3,AOL to Sell Secure ID Tags to Fight Hackers,AOL to Sell Secure ID Tags to Fight Hackers (Reuters)
train_036250,train_036261,0.9531,0,0,Israeli Helicopter Fires Missile in Gaza -Witnesses (Reuters),Israeli Helicopter Fires Missile in Gaza -Witnesses
train_019322,train_019361,0.9609,3,3,"Bob Evans, mainframe pioneer, dies at 77","Bob Evans, IBM mainframe pioneer, dies at 77"
train_018207,train_026281,0.9062,0,0,Ukraine Still in Turmoil Despite Concessions,No End Yet to Ukraine Turmoil Despite Concessions
train_021584,train_022215,0.9375,2,2,Ion Appoints Outside Managers After Banks Cut Credit (Update4),Ion Appoints Outside Managers After Banks Cut Credit (Update3)
train_068501,train_072934,0.9297,1,1,Lincicome: Woe are the Red Sox? Maybe next week,Woe are the Red Sox? maybe next week
train_018622,train_115310,0.9297,2,2,Interest rates on short-term T-bills mixed,Rates mixed on T-bills
train_094490,train_094545,0.9844,1,1,NBA Wrap: Returning Trio Help Pistons End Skid,NBA Wrap: Returning Trio Help Pistons End Losing Skid
train_073090,train_073277,0.9609,2,2,Marsh to Scrap Fees Spitzer Faulted,Marsh to Scrap Fees Spitzer Faulted
train_002181,train_002227,0.9766,1,1,Still No Movement in N.H.L. labor Talks,Still No Movement in N.H.L. Labor Talks
train_112832,train_113140,0.9922,1,1,Diamondbacks Keep Busy; Ortiz Heading Home,Diamondbacks Keep Busy; Ortiz Heading Home
train_053441,train_053460,0.9219,2,2,"Oil Hits $53 on Winter Worries, Nigeria","Oil Hits $53 on Winter Worries, Nigeria"
train_038016,train_038086,0.9141,3,3,Sony to Launch Latest Gran Turismo Software in Dec,Sony to Launch Latest Gran Turismo Software in Dec (Reuters)
train_021196,train_021563,0.9062,3,3,"Netflix, TiVo Aim to Offer Online Service (AP)","Netflix, TiVo Aim to Offer Online Service"
train_019238,train_020610,1.0,3,3,Back-To-School Shopping Now Includes Electronics,Back-To-School Now Includes Electronics
train_062968,train_062970,0.9922,0,2,Tokyo Stocks Seen Moving Little (Reuters),Tokyo Stocks Seen Moving Little
train_091885,train_091915,0.9297,2,2,SEC Charges Black with Fraud,SEC Charges Black with Fraud (Reuters)
train_039520,train_039532,0.9453,0,0,Egypt's Mufti Approves Synchronized Call to Prayer,Egypt's Mufti Approves Synchronized Call to Prayer
train_081264,train_081283,0.9062,3,3,Mystery behind the origin of cosmic rays unravelled,Mystery behind the origin of cosmic rays unraveled
train_037488,train_037558,0.9141,0,0,U.S. Worries Over Election Terror Threat,U.S. Worries Over Election Terror Threat
train_011484,train_015661,0.9375,2,2,"Lenovo, IBM may soon reveal PC unit deal","Lenovo, IBM May Soon Reveal PC Unit Deal"
train_116799,train_116822,0.9453,0,0,Body of Turk Engineer Found in Afghanistan,Body of Turk Engineer Found in Afghanistan (AP)
train_015092,train_015634,0.9062,3,3,Microsoft Taking on Apple's Music Store (AP),Microsoft Taking on Apple's Music Store
train_047513,train_047536,0.9531,0,0,Blair's Exit Strategy Sparks Succession Fever,Blair's Exit Strategy Sparks Succession Fever (Reuters)
train_027549,train_027616,0.9531,3,3,A Game Boy for $200?,The new Game Boy for $200?
train_088592,train_088758,0.9688,2,3,Laptops drive Dell profits boost,Laptops drive Dell profits boost
train_042998,train_043178,0.9688,2,2,Cendant Near Deal to Buy Orbitz,Cendant Near Deal to Buy Orbitz -Source
train_008379,train_008689,0.9297,2,3,RealNetworks to offer discounted music,RealNetworks to Offer Discounted Music
train_008379,train_008488,0.9297,2,2,RealNetworks to offer discounted music,RealNetworks offers discounts to students
train_086264,train_086375,0.9531,2,2,Dollar Edges Up After Euro Talked Down,Dollar Edges Up After Euro Talked Down
train_096850,train_096918,0.9844,1,1,Santa Clara Shocks 4th-Ranked North Carolina,Santa Clara Shocks 4th-Ranked North Carolina
train_044192,train_045160,0.9453,3,3,Toxic Algae Bloom Seen Off Washington State Coast,Toxic Algae Bloom Seen Off Washington State Coast (Reuters)
train_104040,train_104131,0.9609,3,3,Toshiba Wins Support for HD DVD from 4 Film Studios (Reuters),Toshiba Wins Support for HD DVD from 4 Film Studios
train_004697,train_005086,0.9609,2,2,US: Time Running Out in Airbus-Boeing Row,US: Time Running Out in Airbus-Boeing Row (Reuters)
train_104809,train_104820,0.9141,0,3,"Officials Stumped by Australia, NZ Whale Beachings","Officials Stumped by Australia, NZ Whale Beachings (Reuters)"
train_020633,train_020668,0.9766,2,2,"Oil Extends Falls, Supply Fears Lessen","Oil Extends Falls, Supply Fears Lessen (Reuters)"
train_069218,train_069346,0.9062,2,2,Marsh Stock Jumps on Talk of CEO Change,Marsh Stock Jumps on Talk of CEO Change (Reuters)
train_024731,train_024749,0.9297,1,1,NL Wrap: Cubs Rally to Beat Marlins (Reuters),NL Wrap: Cubs Rally to Beat Marlins
train_071332,train_071333,0.9375,2,2,Oil Scales New High as Norway Strike Hits,Oil Scales New High as Norway Strike Hits (Reuters)
train_019004,train_019852,0.9219,2,0,"ASEAN, Australia, N.Zealand See 2007 Deal","ASEAN, Australia, N.Zealand See 2007 Deal"
train_036768,train_036842,0.9062,2,2,Suit Alleges Racial Bias Against Wal-Mart (AP),Suit Alleges Racial Bias Against Wal-Mart
train_118711,train_118733,0.9688,0,0,EU Expects Turkey to Initial Deal on Cyprus Friday,EU Expects Turkey to Initial Deal on Cyprus Friday
train_053905,train_053953,0.9531,1,1,The Red Sox Are Passing Baseball's Chemistry Test,The Red Sox Are Passing Baseball's Chemistry Test
train_025502,train_025514,0.9297,1,1,Gibbs Returns with Win as Redskins Edge Buccaneers (Reuters),Gibbs Returns with Win as Redskins Edge Buccaneers
train_093764,train_093776,0.9453,0,0,Palestinians Head to Paris to Probe Arafat's Death,Palestinians Head to Paris to Probe Arafat's Death
train_049031,train_049125,0.9062,2,2,PeopleSoft Sees Revenue Above Views (Reuters),PeopleSoft Sees Revenue Above Views
train_011069,train_014724,0.9531,3,3,"Intel updates wireless chips, software","Intel updates Centrino wireless chips, software"
train_116552,train_116579,0.9062,0,0,Australia Warns of Possible Indonesia Hotel Attack (Reuters),Australia Warns of Possible Indonesia Hotel Attack
train_065642,train_065665,0.9375,3,3,Toshiba to Launch HD DVD Notebook PCs in Q4 2005 (Reuters),Toshiba to Launch HD DVD Notebook PCs in Q4 2005
train_065642,train_065648,0.9375,3,3,Toshiba to Launch HD DVD Notebook PCs in Q4 2005 (Reuters),Toshiba to Launch HD DVD Notebook PCs in Q4 2005
train_053799,train_053803,0.9453,3,3,Photo 2 of 8: Global gamers clash for cash,Photo 7 of 8: Global gamers clash for cash
train_053799,train_053805,0.9609,3,3,Photo 2 of 8: Global gamers clash for cash,Photo 4 of 8: Global gamers clash for cash
